Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
23,Karu Manso 800-1,602,747,338,36,79,-80,63.51
23,SIRE,909,VL Rojo Whiskey 1/48,Recipient TagID,6,68,-79,76.09
14,Whiskey 1/48,820/4,597,32240,5,28,DIP,96.47
50,14-Nov-25,825/4,Karu Manso 800,73,3,27,-77,81.92
31,12/3/2025,765/4,597,32240,5,46,DIP,82.79
2. This report serves as official delivery confirmation for the client’s IVF order.,Whiskey 1/48,04-04,747,55,Pregnant,67,-77,72.95
32,V8 160/8,747,Rojo Whiskey 60/1,75,2,92,-96,82.67
42,ET Date,825/4,04-04,73,3,19,-97,90.48
21,Total,602,SIRE,230,No,95,-96,84.68
25,14-Nov-25,609/9,02/04,Units,6,33,-79,72.94
35,12/12/2025,747,Mr H Pride of Maddox Manso 684/8,326,5,77,-79,83.41
36,Pride of Maddox,747,Rojo Whiskey 60/1,263,17-Jan-2026,44,-97,94.34
34,13-Nov-25,765/4,609/9,31890,6,50,-79,74.68
36,Pride of Maddox,DAM,825/4,112,17-Jan-2026,44,-97,86.33
37,12/17/2025,597/9,612,41,17-Jan-2026,24,-97,79.23
16,12/3/2025,DAM,597,1,2,44,-96,76.62
33,12/1/2025,967/9,2/4,125,5,18,-77,84.24
Notes:,12/17/2025,967/9,Mr H Pride of Maddox Manso 684/8,180,17-Jan-2026,47,DIP,76.53
21,Whiskey 60/1,765/4,VL Rojo Whiskey 1/48,223,Pregnant,79,-79,92.7
9,Pride of Maddox,597/9,SIRE,32093,2,95,-97,71.33
53,13-Nov-25,909,Karu Manso 800,302,Pregnant,86,-80,69.94
10,SIRE,609,SIRE,226,6,46,-96,69.82
44,Summary ,04-04,602/9,312,6,96,-97,77.91
55,SM007,04-04,Prepared For,329,6,38,-80,72.85
24,Total,04-04,612,32165,No,2,-97,91.65
54,Summary ,DAM,Karu Manso 800,32240,No,16,DIP,64.37
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",13-Nov-25,820/4,597,364,6,56,-97,71.1
8,11/30/2025,597/9,909/9,349,17-Jan-2026,78,-80,80.93
9,Whiskey 1/48,825/4,Prepared On,1,Pregnant Y/N,22,-77,66.35
34,ET Date,747,2/4,32093,17-Jan-2026,73,-80,83.96
24,12/1/2025,DAM,DAM,56,6,11,-79,96.75
52,12/12/2025,609/9,Mr H Pride of Maddox Manso 684/8,223,5,70,-77,91.35
52,13-Nov-25,609,2/4,Units,36,7,-97,87.78
20,SM007,765/4,Mr H Pride of Maddox Manso 684/8,378,5,44,DIP,76.12
1,Total,825/4,DAM,222,3,88,-80,75.7
31,Karu Manso 800-1,597/9,04-04,109,Palari Cattle Farm,10,-77,93.36
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",ET Date,609,4-08,41,17-Jan-2026,59,-97,87.42
13,12/3/2025,DAM,612,276,6,25,-96,84.88
55,12/12/2025,765/4,820/4,223,17-Jan-2026,71,-80,92.17
21,12/1/2025,602,825/4,239,2,17,DIP,90.7
Sr. No,12/1/2025,609,612,342,Palari Cattle Farm,88,DIP,67.95
17,Whiskey 1/48,747,609/9,3,17-Jan-2026,100,-97,93.82
19,12/12/2025,609,04-04,281,5,99,-96,75.97
20,Total,2/4,909/9,106,17-Jan-2026,13,DIP,95.76
5,V8 160/8,765/4,SIRE,41,Pregnant,1,-80,93.48
42,Karu Manso 800-1,747,Rojo Whiskey 60/1,329,No,38,-97,74.84
3,12/12/2025,825/4,820/4,62,Pregnant Y/N,50,-80,71.64
19,SM007,820/4,597,32093,17-Jan-2026,100,-77,80.61
19,Summary ,967/9,909/9,312,5,95,-80,84.25
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",12/12/2025,612,Prepared For,188,36,72,-79,67.99
21,ET Date,2/4,Prepared On,166,5,49,-96,81.27
9,Pride of Maddox,04-04,Prepared For,268,5,5,-79,96.83
19,Karu Manso 800-1,DAM,649/9,32835,36,48,-97,77.62
50,V8 160/8,609/9,Prepared On,61,17-Jan-2026,2,-79,72.01
44,ET Date,909/9,967/9,109,No,53,DIP,92.11
12,12/3/2025,597/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,349,5,41,-97,85.94
22,14-Nov-25,765/4,967/9,32835,Pregnant Y/N,20,-96,83.04
7,12/12/2025,820/4,609/9,1,3,18,-79,77.75
7,12/17/2025,2/4,820/4,79,Pregnant,72,-77,90.24
48,Karu Manso 800-1,04-04,4-08,Units,3,32,DIP,73.58
3,Pride of Maddox,609,597,62,3,5,-97,75.58
10,Total,909,820/4,75,1,78,DIP,87.09
48,12/17/2025,967/9,747,61,2,53,-79,94.07
3,12/12/2025,597/9,909/9,364,6,11,-79,88.11
34,Pride of Maddox,609,VL Rojo Whiskey 1/48,281,1,71,DIP,88.63
12,Whiskey 1/48,609/9,602/9,262,Palari Cattle Farm,70,-80,70.2
44,Total,DAM,Mr H Pride of Maddox Manso 684/8,32240,Palari Cattle Farm,92,-79,67.78
20,V8 160/8,967/9,909/9,222,Pregnant,91,-77,66.29
Sr. No,Total,967/9,2/4,180,Pregnant Y/N,64,-97,86.23
15,11/30/2025,04-04,SM007,375,17-Jan-2026,97,-96,75.72
18,SM007,04-04,649/9,230,36,67,-77,68.95
3,14-Nov-25,2/4,631/9,95,1,86,-79,78.77
35,Whiskey 60/1,612,Mr H Pride of Maddox Manso 684/8,95,3,1,-79,66.62
9,13-Nov-25,602,747,349,36,92,DIP,63.98
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Karu Manso 800-1,612,MR V8 160/8,75,Pregnant Y/N,85,-80,90.81
5,SIRE,609/9,2/4,343,3,24,-96,92.62
2,12/12/2025,909/9,967/9,55,5,80,DIP,91.71
33,Total,597/9,04-04,188,2,53,-80,78.95
3,ET Date,765/4,SIRE,230,17-Jan-2026,16,-80,96.59
19,12/17/2025,820/4,825/4,2,Pregnant,35,DIP,90.53
6,12/3/2025,612,DAM,223,2,54,-96,76.93
50,Total,597/9,Mr H Pride of Maddox Manso 684/8,237,Pregnant,82,DIP,84.13
18,14-Nov-25,609/9,2/4,32835,6,93,DIP,66.96
11,Whiskey 1/48,609,820/4,31996,Pregnant,76,DIP,71.59
27,V8 160/8,747,967/9,73,2,23,-77,80.48
14,Total,609,04-04,76,Palari Cattle Farm,16,-96,84.8
33,Whiskey 1/48,602,602/9,79,No,61,-79,91.87
34,V8 160/8,609,SIRE,31947,17-Jan-2026,60,-79,81.17
29,13-Nov-25,609,VL Rojo Whiskey 1/48,Units,Pregnant Y/N,94,-80,90.36
33,11/30/2025,747,04-04,31947,1,50,DIP,82.49
19,14-Nov-25,825/4,597,237,3,39,DIP,73.92
15,Whiskey 1/48,820/4,2/4,3,3,75,-80,87.22
25,12/12/2025,820/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,276,2,96,-79,66.64
32,Pride of Maddox,602,Rojo Whiskey 60/1,329,3,95,-80,70.11
47,12/12/2025,909,747,263,3,16,-79,70.12
37,Pride of Maddox,967/9,909/9,32240,6,68,-96,79.4
9,Whiskey 60/1,820/4,Mr H Pride of Maddox Manso 684/8,312,36,91,DIP,90.87
28,V8 160/8,967/9,Rojo Whiskey 60/1,126,Pregnant Y/N,33,-80,65.84
26,ET Date,2/4,820/4,269,5,86,DIP,76.46
29,V8 160/8,2/4,631/9,342,Pregnant,28,-97,83.57
24,13-Nov-25,747,2/4,169,5,13,-77,69.44
12,14-Nov-25,04-04,SM007,188,1,79,DIP,64.47
33,Whiskey 1/48,820/4,820/4,349,1,99,DIP,74.68
14,SIRE,597/9,04-04,263,5,7,-97,85.1
25,13-Nov-25,820/4,4-08,262,17-Jan-2026,48,-79,68.82
48,Whiskey 60/1,747,SM007,364,36,6,-80,89.11
14,Karu Manso 800-1,765/4,CONFIRMED IVF PREGNANCY REPORT,3,Palari Cattle Farm,23,DIP,89.25
32,14-Nov-25,909/9,4-08,79,Palari Cattle Farm,24,DIP,94.97
42,V8 160/8,04-04,Prepared For,326,Pregnant Y/N,51,-80,72.9
6,12/12/2025,DAM,967/9,188,6,53,-97,87.16
30,Pride of Maddox,825/4,04-04,76,5,55,-80,93.44
17,SIRE,612,DAM,31996,17-Jan-2026,22,-97,77.48
14,11/30/2025,909/9,SIRE,61,3,94,-97,75.94
49,12/3/2025,602,DAM,180,1,85,-79,73.31
23,SIRE,DAM,2/4,109,1,99,-80,89.02
33,Whiskey 60/1,609/9,967/9,3,5,58,-96,92.87
9,12/17/2025,909,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,263,5,53,-97,69.68
5,ET Date,602,Karu Manso 800,32093,No,46,-96,71.46
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,820/4,2/4,230,1,5,-80,80.56
34,12/17/2025,609,Rojo Whiskey 60/1,32835,17-Jan-2026,70,-77,65.93
3,Summary ,825/4,747,222,36,31,-77,93.59
29,13-Nov-25,967/9,02/04,187,17-Jan-2026,53,-80,75.7
33,14-Nov-25,04-04,CONFIRMED IVF PREGNANCY REPORT,32240,Pregnant Y/N,74,-97,77.48
25,ET Date,967/9,Prepared On,312,Palari Cattle Farm,91,-97,77.72
18,11/30/2025,602,DAM,338,6,100,-96,82.58
7,Summary ,747,967/9,126,2,65,-77,85.86
25,Pride of Maddox,2/4,649/9,95,6,48,DIP,79.51
55,Whiskey 1/48,04-04,909/9,126,Pregnant,73,-77,93.3
21,11/30/2025,609,Karu Manso 800,230,6,37,-79,63.2
4,11/30/2025,825/4,MR V8 160/8,76,36,21,DIP,76.24
12,12/3/2025,602,MR V8 160/8,329,5,36,-77,73.07
8,Total,909,MR V8 160/8,126,6,97,DIP,89.52
34,11/30/2025,820/4,Karu Manso 800,169,No,91,-77,67.12
10,12/12/2025,DAM,747,139,1,77,-77,75.5
31,Pride of Maddox,DAM,820/4,269,3,3,-97,88.93
49,12/3/2025,597/9,649/9,269,2,60,-80,83.25
21,V8 160/8,765/4,825/4,375,6,33,-80,94.8
1,12/1/2025,820/4,967/9,31996,5,3,-97,79.77
30,13-Nov-25,747,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,32835,Palari Cattle Farm,49,-80,77.81
23,Summary ,609/9,04-04,230,6,9,DIP,79.0
52,Pride of Maddox,909/9,DAM,31890,2,94,DIP,84.44
Notes:,ET Date,909,Prepared For,329,36,34,DIP,69.84
4,12/17/2025,967/9,612,312,Pregnant,81,-96,82.45
5,SM007,2/4,609/9,3,1,1,-96,90.41
52,12/17/2025,967/9,909/9,75,1,14,-80,74.67
54,Karu Manso 800-1,747,631/9,349,Palari Cattle Farm,9,-97,94.55
2,Karu Manso 800-1,765/4,967/9,112,Pregnant,72,-79,82.46
13,Karu Manso 800-1,04-04,2/4,188,3,57,-97,67.29
24,Whiskey 60/1,2/4,VL Rojo Whiskey 1/48,56,Pregnant Y/N,84,-77,93.23
32,V8 160/8,597/9,631/9,62,Pregnant,27,-79,67.54
48,SM007,967/9,SIRE,31947,3,16,-79,77.61
15,Total,609,04-04,269,2,88,-79,91.52
35,13-Nov-25,967/9,612,349,Pregnant Y/N,55,DIP,80.32
25,SIRE,825/4,CONFIRMED IVF PREGNANCY REPORT,269,Pregnant Y/N,25,-77,67.48
42,12/1/2025,612,2/4,2,3,24,-79,85.14
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",13-Nov-25,612,SM007,56,Palari Cattle Farm,47,DIP,73.45
55,13-Nov-25,747,909/9,31890,1,5,-96,79.25
25,ET Date,04-04,Mr H Pride of Maddox Manso 684/8,187,Pregnant,41,-77,73.79
21,Total,747,02/04,75,Palari Cattle Farm,34,-77,93.74
32,ET Date,909,Prepared On,187,Palari Cattle Farm,91,-96,78.27
32,11/30/2025,609,2/4,31996,36,18,-96,63.55
55,12/17/2025,609/9,MR V8 160/8,239,17-Jan-2026,78,-96,71.61
5,12/12/2025,909,SIRE,281,Pregnant Y/N,80,-79,68.16
37,Summary ,597/9,747,329,No,53,-80,66.83
50,SM007,909/9,597,139,1,60,-79,85.01
Sr. No,Total,765/4,820/4,364,6,68,-96,64.02
14,Whiskey 60/1,597/9,MR V8 160/8,32835,17-Jan-2026,19,-77,95.77
29,12/12/2025,825/4,VL Rojo Whiskey 1/48,378,36,58,-97,64.42
18,SM007,612,02/04,169,No,12,-80,88.01
27,12/12/2025,825/4,DAM,195,2,7,-77,85.23
25,11/30/2025,597/9,2/4,326,6,27,-77,69.43
13,14-Nov-25,2/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,126,36,91,-79,83.51
53,SIRE,602,612,31947,Palari Cattle Farm,9,-96,72.01
9,Whiskey 1/48,2/4,967/9,166,No,84,-97,88.42
12,V8 160/8,909,SIRE,31890,Palari Cattle Farm,88,-80,92.03
5,ET Date,825/4,820/4,239,Pregnant Y/N,17,-79,66.45
33,12/1/2025,820/4,MR V8 160/8,31947,Pregnant Y/N,25,-79,93.05
29,13-Nov-25,609,820/4,269,3,30,-77,94.63
23,ET Date,612,631/9,32165,5,64,-80,81.48
53,13-Nov-25,602,909/9,79,36,50,-80,82.07
17,12/12/2025,609,MR V8 160/8,312,17-Jan-2026,96,DIP,95.41
18,12/17/2025,820/4,CONFIRMED IVF PREGNANCY REPORT,302,5,35,-79,73.91
36,SIRE,747,649/9,268,3,3,-96,63.62
13,12/3/2025,747,631/9,215,17-Jan-2026,73,-77,72.41
7,Pride of Maddox,825/4,820/4,375,17-Jan-2026,93,DIP,82.45
Sr. No,Whiskey 60/1,609/9,612,73,No,86,-80,77.27
10,Whiskey 1/48,909,2/4,126,Palari Cattle Farm,92,-77,77.21
9,14-Nov-25,765/4,DAM,32240,No,17,-97,80.11
44,SM007,825/4,4-08,41,Pregnant,35,-77,94.76
11,12/12/2025,820/4,612,106,17-Jan-2026,9,-80,73.45
44,12/3/2025,909,DAM,262,Pregnant,44,-80,64.52
36,11/30/2025,825/4,SIRE,31996,1,76,-96,83.83
33,14-Nov-25,909/9,Prepared On,125,Palari Cattle Farm,90,-77,81.49
4,V8 160/8,967/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,32240,2,92,-77,78.89
16,Whiskey 1/48,967/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,126,1,53,-96,94.53
44,SIRE,909/9,CONFIRMED IVF PREGNANCY REPORT,215,Pregnant,8,-80,67.83
3,SM007,609/9,820/4,Units,36,40,-97,81.61
21,Karu Manso 800-1,DAM,597,375,2,4,-77,75.46
9,12/12/2025,2/4,Mr H Pride of Maddox Manso 684/8,62,5,27,-79,64.18
20,SIRE,909,597,338,17-Jan-2026,53,-96,66.91
18,12/3/2025,597/9,909/9,106,Pregnant Y/N,22,-96,71.82
26,ET Date,602,967/9,323,Palari Cattle Farm,67,-77,76.05
47,12/12/2025,609,DAM,349,5,14,-79,80.49
Notes:,Total,602,825/4,263,2,56,-77,73.6
2. This report serves as official delivery confirmation for the client’s IVF order.,Karu Manso 800-1,765/4,747,76,36,84,-77,66.87
25,Pride of Maddox,DAM,825/4,109,17-Jan-2026,38,-79,91.9
12,Karu Manso 800-1,747,825/4,32240,No,38,-79,69.83
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Whiskey 1/48,04-04,Mr H Pride of Maddox Manso 684/8,223,36,71,-80,70.17
33,12/12/2025,04-04,609/9,41,36,24,-97,80.54
19,Karu Manso 800-1,820/4,820/4,76,Pregnant Y/N,6,-79,84.72
2,12/12/2025,04-04,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,112,Pregnant,66,-97,94.52
33,Whiskey 1/48,609,DAM,378,Palari Cattle Farm,25,-97,76.74
44,13-Nov-25,DAM,820/4,268,2,73,-77,94.44
3,Whiskey 1/48,825/4,967/9,3,3,59,-80,81.44
30,Karu Manso 800-1,909/9,Mr H Pride of Maddox Manso 684/8,32835,Pregnant Y/N,66,-77,70.31
35,Whiskey 60/1,612,612,95,No,28,-80,89.5
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,2/4,597,237,2,41,-77,68.75
36,12/17/2025,609/9,Prepared On,226,Pregnant Y/N,43,-77,72.0
Sr. No,12/1/2025,909,631/9,349,Pregnant,66,-77,89.34
9,Karu Manso 800-1,597/9,VL Rojo Whiskey 1/48,364,Pregnant,44,-96,88.83
44,Karu Manso 800-1,2/4,4-08,378,6,74,-77,89.46
Sr. No,13-Nov-25,DAM,Prepared On,312,6,81,-80,77.83
12,V8 160/8,967/9,02/04,195,17-Jan-2026,16,-96,73.53
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/1/2025,825/4,4-08,55,17-Jan-2026,3,-79,86.71
5,Whiskey 60/1,DAM,4-08,378,17-Jan-2026,4,-77,96.84
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Whiskey 60/1,967/9,MR V8 160/8,95,No,79,-77,89.56
3,13-Nov-25,820/4,Prepared On,223,6,60,-79,65.24
47,Pride of Maddox,602,SM007,31890,Pregnant,38,-96,89.06
24,12/17/2025,04-04,SIRE,61,17-Jan-2026,22,-97,90.64
10,SM007,909,Mr H Pride of Maddox Manso 684/8,226,Pregnant Y/N,53,DIP,89.31
26,13-Nov-25,609/9,612,61,5,41,-79,66.11
36,12/1/2025,609/9,Karu Manso 800,302,Pregnant,10,-97,80.2
1,Karu Manso 800-1,609/9,Prepared For,364,3,22,-77,73.79
47,SM007,612,CONFIRMED IVF PREGNANCY REPORT,188,Pregnant Y/N,28,-96,76.1
53,Pride of Maddox,909/9,597,223,17-Jan-2026,77,-80,67.38
11,Whiskey 60/1,909,2/4,31890,2,25,-96,83.73
21,SIRE,597/9,612,323,Pregnant,100,DIP,82.3
20,Pride of Maddox,820/4,Karu Manso 800,281,17-Jan-2026,99,-77,88.86
17,12/17/2025,820/4,820/4,269,17-Jan-2026,42,-97,92.93
34,ET Date,609/9,967/9,62,5,12,-96,80.88
2. This report serves as official delivery confirmation for the client’s IVF order.,SM007,597/9,649/9,326,3,84,-77,89.15
26,12/12/2025,765/4,631/9,223,36,74,-80,83.42
15,11/30/2025,909/9,02/04,364,No,1,-77,91.31
22,13-Nov-25,747,631/9,312,Palari Cattle Farm,39,-79,78.56
3,Whiskey 60/1,602,DAM,139,36,36,-80,82.53
49,Total,967/9,631/9,41,36,100,-80,88.43
Notes:,ET Date,597/9,SM007,281,6,39,DIP,79.28
Notes:,SM007,909,747,31947,5,75,-96,79.94
Notes:,Pride of Maddox,602,SM007,75,2,53,-96,79.02
16,SM007,765/4,820/4,223,2,27,-80,77.7
Sr. No,14-Nov-25,597/9,SIRE,31996,Pregnant,87,DIP,91.74
55,14-Nov-25,609/9,649/9,75,Pregnant Y/N,76,-80,69.04
26,SM007,DAM,Prepared For,262,2,7,-77,85.4
17,14-Nov-25,609,SIRE,281,No,83,-77,85.58
22,14-Nov-25,609/9,SM007,1,3,18,-77,87.38
16,11/30/2025,909,Karu Manso 800,343,17-Jan-2026,45,-97,68.1
19,V8 160/8,04-04,597,62,Palari Cattle Farm,23,-77,71.6
3,12/1/2025,597/9,825/4,237,36,71,-97,83.31
10,11/30/2025,04-04,649/9,237,6,70,-97,82.63
3,V8 160/8,597/9,2/4,126,2,90,-79,78.87
9,Total,DAM,SIRE,73,Pregnant,61,-97,80.77
47,14-Nov-25,04-04,Prepared For,312,17-Jan-2026,55,DIP,96.56
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,825/4,04-04,378,2,9,-96,87.28
26,12/12/2025,967/9,649/9,302,3,45,-80,76.08
Sr. No,Karu Manso 800-1,967/9,747,62,Palari Cattle Farm,79,-80,86.34
13,12/3/2025,909,825/4,187,1,92,-77,85.9
49,Karu Manso 800-1,609/9,2/4,329,6,61,-97,85.98
28,12/3/2025,909/9,825/4,79,2,14,-97,85.19
24,Karu Manso 800-1,2/4,Prepared On,55,2,26,DIP,69.23
7,SM007,609/9,DAM,188,17-Jan-2026,45,-77,92.28
11,ET Date,DAM,Prepared For,126,No,43,DIP,75.78
2. This report serves as official delivery confirmation for the client’s IVF order.,Whiskey 60/1,2/4,597,41,6,37,-79,94.48
8,ET Date,820/4,4-08,62,17-Jan-2026,6,-97,91.7
28,Whiskey 1/48,612,02/04,302,No,95,-77,84.27
11,12/12/2025,909/9,DAM,329,No,18,DIP,87.63
49,12/1/2025,967/9,909/9,112,36,9,-79,83.48
2,SM007,2/4,747,268,6,71,-77,91.4
8,Total,2/4,Karu Manso 800,2,No,31,-96,95.74
30,12/17/2025,2/4,825/4,378,36,89,-79,71.71
4,Summary ,820/4,825/4,32835,36,33,DIP,71.76
52,Total,820/4,MR V8 160/8,302,1,94,-79,87.72
35,14-Nov-25,612,631/9,226,6,21,-79,90.6
48,14-Nov-25,612,04-04,180,36,47,-97,92.4
16,13-Nov-25,747,Rojo Whiskey 60/1,139,No,56,DIP,75.6
16,ET Date,612,VL Rojo Whiskey 1/48,302,6,94,-97,70.79
2,SM007,820/4,602/9,239,6,96,-80,91.92
42,Total,2/4,649/9,180,36,48,-80,67.91
53,Whiskey 60/1,602,MR V8 160/8,126,1,9,DIP,84.92
49,12/17/2025,609/9,CONFIRMED IVF PREGNANCY REPORT,326,1,10,DIP,75.93
9,12/17/2025,597/9,CONFIRMED IVF PREGNANCY REPORT,276,Palari Cattle Farm,28,-79,84.2
49,14-Nov-25,04-04,Prepared For,75,Pregnant Y/N,20,DIP,96.22
13,Summary ,602,SM007,326,5,4,DIP,63.49
14,V8 160/8,2/4,CONFIRMED IVF PREGNANCY REPORT,364,17-Jan-2026,48,-80,65.55
10,Pride of Maddox,609/9,MR V8 160/8,202,2,35,-80,71.46
55,Whiskey 1/48,967/9,Karu Manso 800,Recipient TagID,3,49,-77,86.37
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/30/2025,609/9,602/9,338,36,50,DIP,94.62
22,ET Date,612,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,3,Pregnant,30,DIP,85.1
35,SM007,2/4,VL Rojo Whiskey 1/48,139,36,52,-79,77.66
2,12/12/2025,825/4,909/9,32835,Pregnant Y/N,51,-96,67.26
16,11/30/2025,967/9,Prepared For,180,17-Jan-2026,40,-79,71.75
7,12/1/2025,04-04,Prepared On,343,5,28,-96,85.38
2. This report serves as official delivery confirmation for the client’s IVF order.,14-Nov-25,909/9,VL Rojo Whiskey 1/48,215,3,73,-97,94.0
7,V8 160/8,909/9,04-04,55,17-Jan-2026,47,-96,76.44
47,ET Date,909/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,312,Pregnant Y/N,26,-96,69.79
36,Whiskey 1/48,597/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,95,Palari Cattle Farm,10,-79,72.02
54,Whiskey 1/48,747,631/9,222,Palari Cattle Farm,4,-96,77.87
54,V8 160/8,825/4,909/9,55,6,63,-77,84.25
1,Karu Manso 800-1,909/9,Mr H Pride of Maddox Manso 684/8,73,6,65,-97,87.87
27,SM007,825/4,Karu Manso 800,375,Pregnant Y/N,67,DIP,78.21
2,ET Date,612,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,55,3,25,-97,72.38
17,11/30/2025,967/9,SM007,112,1,5,-97,88.46
52,V8 160/8,04-04,597,169,3,9,-79,66.14
28,12/17/2025,825/4,597,226,No,3,-97,74.93
22,Pride of Maddox,609,820/4,375,1,61,-80,75.89
32,12/1/2025,765/4,Prepared On,169,3,58,-97,68.35
5,Whiskey 60/1,747,609/9,79,3,73,-97,87.9
8,12/12/2025,747,602/9,32835,5,63,-79,66.2
7,12/3/2025,909,967/9,112,1,74,-80,64.7
14,12/17/2025,909/9,Karu Manso 800,112,36,11,DIP,65.53
6,14-Nov-25,825/4,2/4,343,6,15,DIP,88.76
52,Whiskey 60/1,747,VL Rojo Whiskey 1/48,338,No,94,DIP,68.63
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Pride of Maddox,909/9,Mr H Pride of Maddox Manso 684/8,95,2,82,-77,64.91
8,Karu Manso 800-1,DAM,909/9,55,Pregnant,26,DIP,86.36
32,12/12/2025,612,747,169,2,95,-80,94.18
22,12/3/2025,820/4,612,202,6,22,-96,87.79
49,11/30/2025,909,825/4,188,6,89,-80,69.37
14,12/3/2025,2/4,602/9,31890,5,51,-97,89.64
48,ET Date,765/4,02/04,76,3,84,-96,91.69
20,Whiskey 1/48,609/9,820/4,188,Pregnant Y/N,34,-96,86.5
31,SIRE,909,909/9,1,1,64,-97,69.85
22,SIRE,04-04,747,215,17-Jan-2026,14,-79,84.7
27,12/12/2025,909,CONFIRMED IVF PREGNANCY REPORT,195,5,21,DIP,92.57
12,12/3/2025,602,Karu Manso 800,349,Palari Cattle Farm,64,-96,91.91
34,Whiskey 1/48,609,602/9,Units,Pregnant Y/N,78,-97,94.52
8,Whiskey 1/48,612,SM007,378,36,76,-96,67.05
35,SIRE,609/9,04-04,2,1,21,-77,76.49
11,Whiskey 1/48,602,602/9,112,2,94,DIP,88.83
47,12/3/2025,04-04,612,Units,1,65,-77,85.65
7,12/1/2025,597/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,269,5,42,-77,96.31
17,V8 160/8,909,825/4,226,6,5,-97,71.69
49,Pride of Maddox,597/9,DAM,338,3,10,-77,86.45
20,Karu Manso 800-1,825/4,Karu Manso 800,169,1,72,-77,72.1
30,Whiskey 60/1,909,597,263,1,24,DIP,66.52
28,Whiskey 1/48,602,Rojo Whiskey 60/1,61,6,69,-96,76.16
21,V8 160/8,2/4,SM007,268,17-Jan-2026,5,-80,75.71
4,SIRE,DAM,SIRE,31996,2,43,-96,94.4
Notes:,12/17/2025,909,VL Rojo Whiskey 1/48,223,No,86,-97,80.05
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",V8 160/8,909,820/4,56,2,14,-79,80.79
22,Pride of Maddox,602,597,2,17-Jan-2026,4,DIP,64.72
